Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
11,0.0312,0.0625,0.0156,0.0156,0.0469,0.1406,0.1406,0.0625,0.0312,0.1250,0.0938,0.0156,0.0156,0.0156,0.0000,0.0312,0.0156,0.0469,0.0312,0.0156,0.0312,0.0156,0.2812,0.0938,0.1094,0.1875,0.2812,0.0938,0.1406,0.0625,0.0625,0.0469,0.0781,0.1562,0.1250,0.0312,0.0156,0.2031,0.2031,0.1094,0.2344,0.1562,0.0781,0.0469,0.0156,0.0625,0.0625,0.0469,0.0000,0.1094,0.0938,0.0000,0.0156,0.0625,0.0469,0.0469,0.0156,0.0781,0.0625,0.0312,0.0312,0.0312,0.0625,0.0156
12,0.1250,0.0938,0.1250,0.0625,0.0625,0.0469,0.1250,0.0625,0.0938,0.0781,0.0625,0.1094,0.0469,0.0312,0.0938,0.0312,0.1250,0.1094,0.0625,0.0312,0.1094,0.0469,0.0938,0.0000,0.0625,0.0625,0.1562,0.0781,0.0000,0.0312,0.0469,0.0312,0.0938,0.0781,0.1406,0.0625,0.0781,0.1094,0.0469,0.0312,0.1875,0.0312,0.1406,0.1562,0.0469,0.1094,0.1562,0.0625,0.0625,0.0156,0.0156,0.0312,0.0781,0.0469,0.0938,0.0156,0.0469,0.0938,0.1562,0.0312,0.0312,0.0625,0.0312,0.0469
13,0.1094,0.1719,0.0781,0.0781,0.0312,0.0781,0.0312,0.1719,0.0312,0.0625,0.0469,0.0781,0.0781,0.0156,0.0938,0.1094,0.0938,0.0469,0.0312,0.0625,0.1094,0.0625,0.0781,0.0312,0.0625,0.0938,0.0312,0.0156,0.0781,0.0469,0.1406,0.1250,0.0938,0.0625,0.0312,0.0625,0.0938,0.0625,0.0469,0.1094,0.0312,0.1094,0.0469,0.0312,0.0781,0.0625,0.0312,0.0469,0.1406,0.0312,0.0625,0.0938,0.0000,0.0781,0.0469,0.0781,0.1250,0.0469,0.0938,0.0938,0.1094,0.0781,0.0938,0.1406
14,0.1562,0.0781,0.1250,0.1250,0.0625,0.0469,0.0156,0.0156,0.0625,0.0312,0.0781,0.0781,0.0781,0.1094,0.0625,0.1719,0.1406,0.0000,0.0000,0.1094,0.0312,0.0156,0.0312,0.0938,0.0312,0.0000,0.0000,0.0781,0.0469,0.0625,0.0625,0.1406,0.0312,0.0156,0.0625,0.0938,0.0625,0.0000,0.0156,0.0469,0.0469,0.0156,0.0156,0.0938,0.0781,0.1094,0.0781,0.0781,0.1562,0.0469,0.0625,0.0781,0.0938,0.1094,0.0469,0.1719,0.0625,0.0781,0.0781,0.0938,0.1406,0.1406,0.1094,0.2344
15,0.0469,0.0312,0.0312,0.0156,0.0625,0.1094,0.0469,0.0625,0.0312,0.0312,0.1562,0.0938,0.0469,0.0312,0.0312,0.0781,0.0625,0.0938,0.1094,0.0938,0.1562,0.1094,0.0781,0.1094,0.0938,0.0625,0.0312,0.0625,0.0781,0.0781,0.1094,0.0625,0.0156,0.0312,0.0938,0.0312,0.0625,0.1094,0.0469,0.0781,0.0469,0.1250,0.1406,0.1094,0.1094,0.0938,0.0938,0.0781,0.0000,0.1094,0.0781,0.0469,0.0781,0.1250,0.0781,0.0781,0.0000,0.0781,0.0938,0.1094,0.0000,0.1719,0.0469,0.0312
16,0.2656,0.1562,0.0781,0.0938,0.1250,0.0781,0.0625,0.2031,0.0938,0.0000,0.0469,0.0625,0.0781,0.0781,0.1094,0.0469,0.1094,0.0938,0.0312,0.0781,0.0312,0.0469,0.0312,0.0469,0.0469,0.0000,0.0156,0.0469,0.0938,0.1094,0.0625,0.0938,0.0938,0.1250,0.0156,0.1094,0.0000,0.0000,0.0000,0.0000,0.0469,0.0000,0.0469,0.0781,0.1094,0.0312,0.0781,0.0938,0.1250,0.0938,0.0781,0.0469,0.1562,0.0312,0.0156,0.0938,0.1562,0.0000,0.0625,0.1250,0.0625,0.0781,0.0938,0.1250
17,0.1406,0.1719,0.0781,0.0938,0.0469,0.1406,0.1094,0.0781,0.0781,0.0625,0.0469,0.0625,0.0781,0.0469,0.0625,0.1094,0.0938,0.0781,0.0312,0.1094,0.1406,0.1250,0.0312,0.1094,0.0625,0.0469,0.0938,0.0469,0.0312,0.0781,0.0781,0.0781,0.0938,0.0938,0.0469,0.0625,0.0469,0.0625,0.0781,0.0312,0.0938,0.0469,0.0312,0.1094,0.0781,0.0625,0.0469,0.0312,0.1719,0.0312,0.0938,0.0156,0.0781,0.0781,0.0312,0.0469,0.0625,0.0625,0.1094,0.0000,0.1250,0.0469,0.0469,0.0312
18,0.0938,0.1562,0.0469,0.0938,0.1094,0.0938,0.0469,0.1094,0.0938,0.0000,0.0469,0.0938,0.0781,0.0469,0.1562,0.0625,0.1562,0.0469,0.0781,0.0938,0.1094,0.0312,0.0000,0.0312,0.0469,0.0156,0.0312,0.0312,0.0469,0.1406,0.0312,0.0938,0.0625,0.0781,0.0469,0.0781,0.0469,0.0000,0.0000,0.0312,0.0312,0.0312,0.0156,0.1406,0.1250,0.0781,0.0625,0.1094,0.0781,0.0625,0.0625,0.0781,0.1094,0.0469,0.0781,0.1406,0.1094,0.0312,0.1250,0.1094,0.0312,0.1094,0.1250,0.1406
19,0.1562,0.0938,0.0781,0.1406,0.1562,0.0469,0.0312,0.0312,0.0781,0.0312,0.0625,0.0312,0.0781,0.2188,0.1406,0.0938,0.1250,0.0938,0.0469,0.1094,0.0469,0.0469,0.0625,0.0156,0.0625,0.0469,0.0000,0.1094,0.0469,0.0000,0.0781,0.0312,0.1406,0.0625,0.0469,0.0938,0.0625,0.0156,0.0156,0.0156,0.0469,0.0000,0.0625,0.0938,0.0625,0.0938,0.0938,0.0781,0.0469,0.0156,0.0312,0.1875,0.1094,0.0781,0.1094,0.0938,0.1406,0.0312,0.0781,0.0938,0.0938,0.0781,0.0312,0.0938
20,0.1250,0.0938,0.1094,0.0469,0.0469,0.1094,0.0625,0.0781,0.0781,0.0625,0.0625,0.0781,0.0781,0.1250,0.0156,0.0312,0.0781,0.0625,0.0781,0.0625,0.0625,0.0625,0.0781,0.0781,0.1406,0.0625,0.0781,0.1094,0.0938,0.0938,0.0469,0.0781,0.0781,0.0469,0.0469,0.0938,0.0625,0.0312,0.1250,0.0938,0.0312,0.0938,0.0469,0.0312,0.0625,0.0625,0.0312,0.1406,0.0938,0.0781,0.0469,0.0469,0.1250,0.0781,0.1250,0.0625,0.0156,0.0938,0.0156,0.0781,0.0312,0.1094,0.1094,0.0312
21,0.0938,0.2031,0.0156,0.0469,0.1094,0.0625,0.1094,0.1562,0.1406,0.0156,0.0312,0.0781,0.1094,0.0312,0.0156,0.0938,0.0938,0.0938,0.0625,0.0625,0.0781,0.0000,0.0312,0.0312,0.0312,0.0156,0.0156,0.1875,0.0781,0.0312,0.0312,0.0938,0.0781,0.0469,0.0625,0.0469,0.0312,0.0156,0.0312,0.0000,0.0469,0.0000,0.0000,0.1094,0.0312,0.1094,0.0938,0.2031,0.0781,0.1094,0.1250,0.0938,0.0938,0.0625,0.0781,0.0469,0.0156,0.0469,0.1094,0.0625,0.1875,0.1094,0.0938,0.2188
22,0.0469,0.0469,0.0938,0.1094,0.1250,0.0312,0.0469,0.0312,0.0938,0.0000,0.0469,0.1094,0.0469,0.1562,0.1562,0.1406,0.1094,0.0781,0.0156,0.1250,0.0625,0.0000,0.0156,0.0312,0.0781,0.0000,0.0312,0.0469,0.0625,0.0000,0.0000,0.1094,0.0469,0.0469,0.0469,0.1562,0.0156,0.0000,0.0156,0.0156,0.0469,0.0312,0.0156,0.1250,0.0625,0.0781,0.1094,0.1719,0.0938,0.0469,0.0938,0.1250,0.1250,0.0781,0.0781,0.0938,0.0781,0.0156,0.1250,0.1406,0.1875,0.1406,0.0938,0.1406
23,0.1094,0.0938,0.1094,0.0625,0.1719,0.0469,0.0469,0.0781,0.1094,0.0156,0.0625,0.1094,0.0938,0.0938,0.0781,0.1406,0.0781,0.0469,0.0781,0.1406,0.0781,0.0469,0.0156,0.0781,0.0625,0.0312,0.0312,0.0469,0.0781,0.0469,0.0469,0.0625,0.1250,0.0625,0.0000,0.1094,0.0312,0.0469,0.0000,0.0312,0.0781,0.0312,0.0781,0.0469,0.1719,0.0156,0.0469,0.0625,0.0625,0.1250,0.1094,0.0938,0.0625,0.0781,0.1094,0.0469,0.0469,0.0312,0.0625,0.1094,0.0469,0.1406,0.0781,0.1562
24,0.0625,0.0938,0.0781,0.0469,0.0938,0.0781,0.0938,0.1562,0.0781,0.0000,0.0156,0.0781,0.0625,0.1406,0.0469,0.1406,0.1094,0.0781,0.0312,0.0469,0.0156,0.0469,0.0469,0.0469,0.0469,0.0000,0.0781,0.1250,0.0938,0.0938,0.0312,0.1250,0.0469,0.0938,0.0312,0.1094,0.0312,0.0156,0.0312,0.0156,0.0469,0.0312,0.0469,0.0312,0.0938,0.0156,0.0938,0.1094,0.0625,0.1562,0.0312,0.1719,0.1250,0.0156,0.0781,0.1250,0.1094,0.0625,0.0156,0.0938,0.1719,0.0938,0.1094,0.1406
25,0.1094,0.0625,0.0938,0.0625,0.0312,0.0938,0.0938,0.0469,0.0938,0.0469,0.0469,0.0938,0.0156,0.0625,0.0625,0.0469,0.0469,0.0312,0.0312,0.0469,0.0781,0.0312,0.1719,0.0625,0.1094,0.1562,0.1094,0.0781,0.0625,0.0625,0.0469,0.1094,0.0938,0.1094,0.0625,0.0469,0.0312,0.1250,0.0781,0.0938,0.0625,0.0625,0.0156,0.0781,0.0625,0.0781,0.0625,0.1094,0.0781,0.0625,0.0781,0.0312,0.0156,0.0938,0.1094,0.0781,0.0469,0.0625,0.0625,0.0625,0.1094,0.0938,0.0625,0.1719
26,0.1406,0.0625,0.0625,0.0781,0.0312,0.0625,0.0312,0.1250,0.1406,0.0625,0.0625,0.0625,0.0938,0.0469,0.0625,0.0781,0.1250,0.0312,0.0469,0.0156,0.0625,0.0938,0.0625,0.0625,0.0938,0.0938,0.0312,0.0469,0.0625,0.0781,0.0312,0.1875,0.0156,0.1094,0.0625,0.1406,0.0938,0.0156,0.0938,0.0312,0.0156,0.0625,0.0469,0.0469,0.0000,0.1406,0.0312,0.0625,0.0625,0.0469,0.1406,0.0469,0.0312,0.1094,0.0781,0.1406,0.0938,0.0156,0.0312,0.0781,0.1406,0.0938,0.0938,0.1875
27,0.6719,0.0781,0.1562,0.2031,0.0625,0.0312,0.0312,0.0781,0.2344,0.0000,0.0156,0.1250,0.2344,0.0469,0.0625,0.2188,0.0781,0.0000,0.0000,0.0938,0.0156,0.0000,0.0000,0.0156,0.0312,0.0000,0.0000,0.0469,0.0938,0.0000,0.0000,0.0469,0.1250,0.0312,0.1094,0.1250,0.0000,0.0000,0.0000,0.0156,0.0156,0.0156,0.0156,0.0156,0.0781,0.0469,0.0469,0.0312,0.2188,0.0938,0.1094,0.1406,0.0938,0.0000,0.0469,0.0312,0.1094,0.0000,0.0312,0.0156,0.1719,0.0781,0.0469,0.1562
28,0.1406,0.0781,0.1250,0.1562,0.1094,0.0312,0.0469,0.1406,0.0938,0.0625,0.0469,0.0938,0.0938,0.0938,0.0156,0.1719,0.1406,0.0938,0.0625,0.0469,0.0469,0.0000,0.0000,0.0156,0.0469,0.0156,0.0156,0.0469,0.0781,0.0781,0.0469,0.1562,0.0938,0.0469,0.0469,0.0469,0.0469,0.0156,0.0469,0.0781,0.0625,0.0469,0.0469,0.0156,0.0938,0.0312,0.0312,0.0469,0.1250,0.1094,0.0625,0.1094,0.1406,0.0156,0.0312,0.1250,0.0312,0.0625,0.0625,0.0469,0.1406,0.1250,0.1094,0.2031
29,0.2656,0.1250,0.1406,0.0781,0.1719,0.0938,0.0469,0.0625,0.0938,0.0938,0.0156,0.0781,0.0938,0.0469,0.1406,0.1094,0.1562,0.0625,0.0469,0.1562,0.1406,0.0312,0.0312,0.0625,0.0469,0.0156,0.0469,0.0156,0.0781,0.0625,0.0156,0.0781,0.1406,0.0625,0.0312,0.0469,0.0781,0.0469,0.0156,0.0625,0.0625,0.0469,0.0156,0.0156,0.0312,0.0469,0.0625,0.0312,0.0469,0.1250,0.0469,0.1094,0.0312,0.0938,0.0312,0.0469,0.0781,0.0469,0.0625,0.0625,0.1250,0.0625,0.0312,0.1875
30,0.0781,0.1406,0.0781,0.0938,0.0312,0.0469,0.0312,0.1406,0.1094,0.0000,0.0312,0.1406,0.1250,0.1094,0.0938,0.0938,0.1094,0.0156,0.0469,0.0781,0.1094,0.0156,0.0312,0.0156,0.0469,0.0000,0.0156,0.0469,0.1094,0.0156,0.0938,0.0781,0.0469,0.0625,0.0938,0.0938,0.0000,0.0312,0.0156,0.0156,0.0625,0.0156,0.0000,0.0938,0.0625,0.0781,0.0938,0.1406,0.1562,0.0312,0.0625,0.1406,0.1094,0.0781,0.0312,0.1250,0.0781,0.0469,0.1250,0.1094,0.0938,0.1406,0.0781,0.2031
31,0.1719,0.0938,0.1094,0.0469,0.1562,0.0312,0.0938,0.1406,0.0469,0.0156,0.0781,0.0781,0.0000,0.0781,0.0625,0.0625,0.0938,0.1719,0.0000,0.0312,0.0312,0.0312,0.0156,0.0625,0.0625,0.0000,0.0312,0.0469,0.0781,0.0469,0.1250,0.1094,0.1250,0.0312,0.0469,0.0625,0.0469,0.0000,0.0000,0.0469,0.0625,0.0156,0.0156,0.0938,0.1094,0.0469,0.1250,0.1406,0.0469,0.1250,0.0625,0.0625,0.0625,0.0781,0.0312,0.1094,0.0938,0.0625,0.0625,0.1875,0.1094,0.1094,0.0938,0.2188
32,0.1875,0.0781,0.0938,0.1562,0.1094,0.0469,0.0156,0.0625,0.1875,0.0156,0.0156,0.1250,0.1094,0.1094,0.0781,0.1719,0.0625,0.0156,0.0625,0.1250,0.0625,0.0156,0.0000,0.0625,0.0312,0.0156,0.0000,0.0469,0.0938,0.0938,0.0625,0.0625,0.1406,0.0469,0.0625,0.0781,0.0000,0.0156,0.0156,0.0156,0.0156,0.0000,0.0000,0.0781,0.1250,0.0938,0.0469,0.0625,0.1250,0.0938,0.1250,0.0938,0.0938,0.0625,0.0625,0.1719,0.0938,0.0156,0.0781,0.0781,0.1250,0.0938,0.0781,0.1250
33,0.0312,0.0156,0.1094,0.0469,0.0156,0.0625,0.1406,0.0625,0.1094,0.0625,0.0625,0.0469,0.0938,0.0469,0.0938,0.0781,0.0469,0.0469,0.0156,0.0469,0.0312,0.0781,0.1094,0.0312,0.1250,0.0938,0.0938,0.1719,0.0156,0.0469,0.0781,0.0469,0.0781,0.1562,0.0781,0.0781,0.0625,0.0781,0.1094,0.0312,0.0781,0.0625,0.0469,0.0625,0.1250,0.1406,0.0312,0.0938,0.0469,0.0625,0.0781,0.1250,0.0469,0.0312,0.1406,0.0625,0.0781,0.0625,0.0469,0.1094,0.0781,0.0469,0.0938,0.1094
34,0.1562,0.0625,0.1094,0.1094,0.0625,0.0625,0.0312,0.1250,0.0625,0.0156,0.0469,0.0781,0.0781,0.0625,0.0938,0.1719,0.1094,0.0469,0.0625,0.0781,0.0625,0.0156,0.0156,0.0156,0.0469,0.0000,0.0312,0.0781,0.0781,0.0781,0.0312,0.1250,0.0781,0.0625,0.0000,0.0781,0.0312,0.0000,0.0000,0.0469,0.0781,0.0312,0.0000,0.1094,0.0781,0.1094,0.0625,0.0938,0.0938,0.1094,0.0312,0.1406,0.1406,0.0469,0.1094,0.1250,0.0312,0.0312,0.1406,0.0781,0.1250,0.1719,0.0938,0.1562
35,0.2656,0.1094,0.0938,0.0938,0.0469,0.0312,0.0469,0.2031,0.0312,0.0156,0.0625,0.0781,0.0469,0.0781,0.0625,0.1250,0.0938,0.0469,0.0000,0.0469,0.0156,0.0312,0.0156,0.0312,0.0625,0.0000,0.0156,0.0625,0.1406,0.0469,0.0469,0.1562,0.1094,0.0625,0.0156,0.0312,0.0000,0.0000,0.0000,0.0469,0.0469,0.0156,0.0000,0.0781,0.0625,0.0156,0.0469,0.1719,0.0938,0.1094,0.0781,0.1250,0.1250,0.0312,0.0938,0.1094,0.0781,0.0156,0.0625,0.0781,0.1562,0.2188,0.0781,0.3281
36,0.0469,0.0781,0.0469,0.0938,0.1562,0.0938,0.0469,0.0781,0.0312,0.0000,0.0625,0.1250,0.1250,0.1250,0.0469,0.0625,0.1094,0.1250,0.0469,0.0938,0.0781,0.0156,0.0000,0.0469,0.0000,0.0625,0.0469,0.0781,0.0625,0.0156,0.0469,0.1406,0.0312,0.0938,0.0312,0.0156,0.0469,0.0156,0.0156,0.0469,0.0781,0.0469,0.0625,0.0625,0.1094,0.0938,0.0781,0.1406,0.0625,0.0938,0.0938,0.1562,0.0938,0.0156,0.1250,0.0938,0.0625,0.0156,0.0781,0.1562,0.1094,0.0938,0.1406,0.1406
37,0.0156,0.0781,0.0469,0.0000,0.0781,0.1250,0.0781,0.0625,0.0156,0.1406,0.0938,0.0781,0.0156,0.0000,0.0312,0.0000,0.0000,0.0625,0.1250,0.0000,0.0625,0.0938,0.2344,0.0312,0.0781,0.1562,0.2656,0.0938,0.0469,0.0156,0.0781,0.1094,0.0781,0.1094,0.0469,0.0156,0.0312,0.1875,0.2188,0.1406,0.0938,0.2188,0.1094,0.0938,0.1719,0.0781,0.0156,0.0312,0.0469,0.0781,0.1094,0.0312,0.0156,0.0156,0.0625,0.0156,0.0625,0.0625,0.0469,0.0312,0.0312,0.0156,0.0781,0.0312
38,0.2031,0.0781,0.0938,0.0938,0.0938,0.0625,0.0781,0.0469,0.1250,0.0156,0.0469,0.0938,0.0312,0.0781,0.1406,0.1719,0.1094,0.0469,0.0781,0.1719,0.1094,0.0156,0.0156,0.0156,0.0625,0.0312,0.0312,0.0938,0.0312,0.0156,0.0469,0.0312,0.1094,0.0938,0.0625,0.0469,0.0469,0.0156,0.0000,0.0156,0.0312,0.0000,0.0156,0.0938,0.0938,0.1875,0.0781,0.0625,0.0469,0.0469,0.0469,0.1094,0.1562,0.0625,0.1250,0.0625,0.0938,0.0312,0.0469,0.1406,0.0938,0.1250,0.0469,0.1406
39,0.0781,0.0938,0.0625,0.2031,0.0781,0.0469,0.0469,0.0938,0.0312,0.0312,0.0156,0.1250,0.0781,0.0938,0.2031,0.0938,0.1250,0.0312,0.0469,0.1406,0.0625,0.0156,0.0156,0.0312,0.0312,0.0156,0.0312,0.0469,0.0469,0.0938,0.0469,0.0781,0.1250,0.0469,0.0312,0.0312,0.0625,0.0000,0.0156,0.0469,0.0781,0.0312,0.0469,0.0938,0.1094,0.0781,0.0312,0.1406,0.0938,0.0938,0.0625,0.0938,0.1406,0.0625,0.0469,0.1094,0.0938,0.0469,0.1562,0.0938,0.1094,0.0938,0.1094,0.0781
40,0.0469,0.1094,0.0312,0.0000,0.0625,0.1406,0.0938,0.1094,0.0625,0.0312,0.0312,0.0469,0.0000,0.0312,0.0156,0.0156,0.0312,0.0938,0.0469,0.0312,0.0938,0.1094,0.1094,0.0781,0.0625,0.1562,0.2031,0.0312,0.0938,0.0625,0.1250,0.1562,0.0469,0.1406,0.0469,0.0156,0.0156,0.0781,0.1250,0.1875,0.0781,0.1250,0.0312,0.0781,0.0312,0.0938,0.0625,0.0938,0.0469,0.0625,0.0469,0.0156,0.0312,0.0781,0.1250,0.0625,0.0469,0.0938,0.0469,0.1250,0.0469,0.1094,0.1094,0.0781
41,0.1562,0.0781,0.1094,0.0938,0.0938,0.0312,0.0938,0.0938,0.1094,0.0312,0.0156,0.1562,0.1094,0.0625,0.0625,0.0781,0.1094,0.0625,0.0781,0.0469,0.0469,0.0469,0.0000,0.0312,0.0469,0.0312,0.0312,0.1094,0.0469,0.0469,0.0781,0.0312,0.1094,0.0625,0.0156,0.0938,0.0469,0.0000,0.0469,0.0156,0.0469,0.0312,0.0156,0.0469,0.1250,0.0625,0.0781,0.2188,0.0625,0.1094,0.0938,0.0781,0.1094,0.0469,0.0781,0.0625,0.0781,0.0156,0.0781,0.1875,0.0625,0.1250,0.1406,0.1250
42,0.2188,0.1406,0.0781,0.0781,0.1094,0.0625,0.1562,0.1094,0.1094,0.0000,0.0469,0.0469,0.0781,0.0625,0.0312,0.1094,0.0625,0.1562,0.0312,0.0625,0.0625,0.0000,0.0312,0.0156,0.0781,0.0156,0.0000,0.2031,0.0312,0.0469,0.0156,0.1094,0.0625,0.0781,0.0469,0.0469,0.0312,0.0156,0.0000,0.0000,0.0156,0.0156,0.0156,0.0938,0.0938,0.0781,0.0781,0.1875,0.1719,0.0625,0.0469,0.0938,0.1094,0.0312,0.1094,0.0781,0.0469,0.0156,0.0781,0.0781,0.1719,0.1406,0.0938,0.1406
